provider_id,npi,first_name,last_name,credential,full_name,primary_specialty,practice_address_line1,practice_address_line2,practice_city,practice_state,practice_zip,practice_phone,mailing_address_line1,mailing_address_line2,mailing_city,mailing_state,mailing_zip,license_number,license_state,license_expiration,accepting_new_patients,board_certified,years_in_practice,medical_school,residency_program,last_updated,taxonomy_code
PR_00507,9994853209,Dave,Shah,MD,"Dave Shah, MD",Oncology,8728 Sunset Blvd,,San Francisco,CA,93001,(212) 802-4770,8646 Pico Blvd,,Oakland,CA,90004,A36365,CA,2024-09-30,Unknown,True,1,Stanford University School of Medicine,Massachusetts General Hospital,2025-05-08,209046318X
PR_00508,8953263898,Mohammed A,Williams,MD PhD,"Mohammed A Williams, MD PhD",Psychiatry,3900 Lexington Ave,,Syracuse,NY,10004,(310) 946-1887,3900 Lexington Ave,,Syracuse,NY,10004,060NY698782,NY,2025-08-26,Unknown,True,4,UCLA David Geffen School of Medicine,UCLA Medical Center,2025-07-09,233374088X
PR_00509,2199471133,Christopher N,Gonzalez,DO PhD,"Christopher N Gonzalez, DO PhD",Orthopedic Surgery,3007 Lexington Ave,,Syracuse,NY,10004,2134718454,9017 Fifth Ave,,New York,NY,14201,060NY197793,NY,2024-04-29,No,False,36,UCSF School of Medicine,Mayo Clinic,2025-05-28,239823450X
PR_00510,3379223417,Christopher A,Brown,MD,"Christopher A Brown, MD",Pediatrics,937 Main St,,Santa Ana,CA,94001,(424) 808-1651,937 Main St,,Santa Ana,CA,94001,A17455,CA,2025-11-06,Unknown,True,27,University of Michigan Medical School,UCLA Medical Center,2025-04-22,227415205X
PR_00511,3469967336,Priya D,Lee,DO,"Priya D Lee, DO",Radiology,2145 Columbus Ave,,Buffalo,NY,11203,(929) 270-5002,2145 Columbus Ave,,Buffalo,NY,11203,060NY176066,NY,2023-01-20,No,False,11,UCSF School of Medicine,NewYork-Presbyterian Hospital,2024-10-24,287775215X
PR_00512,1677269607,Susan R,Smith,MD PhD,"Susan R Smith, MD PhD",Anesthesiology,1698 Sunset Blvd,,FRESNO,CA,90002,(718) 849-7939,1698 Sunset Blvd,,Fresno,CA,90002,A30374,CA,2024-07-11,No,True,1,NYU Grossman School of Medicine,Mayo Clinic,2024-10-11,235159040X
PR_00513,4376855079,William Q,Lewis,DO PhD,"William Q Lewis, DO PhD",Dermatology,1833 Fifth Ave,Suite 478,Queens,NY,14201,3236163532,1833 Fifth Ave,Suite 478,Queens,NY,14201,060NY255287,NY,2025-05-30,Yes,True,12,UCLA David Geffen School of Medicine,Massachusetts General Hospital,2025-06-03,298860009X
PR_00514,9679352195,Fatima W,Perez,DO PhD,"Fatima W Perez, DO PhD",Family Medicine,4066 Melrose Ave,,San Francisco,CA,90002,(626) 749-6425,7712 Hollywood Blvd,,San Jose,CA,93001,A39831,CA,2024-04-01,Yes,True,17,Johns Hopkins School of Medicine,NewYork-Presbyterian Hospital,2025-08-14,214549543X
PR_00515,6263355642,Karen H,Ramirez,MD PhD,"Karen H Ramirez, MD PhD",Pathology,5140 Rodeo Dr,,San Diego,CA,92001,(626) 618-6344,728 Rodeo Dr,,Los Angeles,CA,94001,A80575,CA,2024-02-08,No,False,36,Johns Hopkins School of Medicine,Cleveland Clinic,2025-01-30,289245317X
PR_00516,4369709312,Jennifer O,Lopez,MD PhD,"Jennifer O Lopez, MD PhD",Pulmonology,7 Lexington Ave,,Buffalo,NY,10004,(626) 848-6491,7 Lexington Ave,,Buffalo,NY,10004,060NY786508,NY,2024-10-21,Yes,True,20,University of Pennsylvania Perelman School of Medicine,Cleveland Clinic,2025-06-19,203278320X
PR_00517,0695560768,Michael X,Thomas,DO PhD,"Michael X Thomas, DO PhD",Dermatology,1194 Santa Monica Blvd,Suite 813,Oakland,CA,95001,(917) 324-8478,1194 Santa Monica Blvd,Suite 813,Oakland,CA,95001,A62383,CA,2024-05-14,Yes,False,34,Yale School of Medicine,UCLA Medical Center,2025-01-19,282228802X
PR_00518,7616453455,Mike,Thomas,DO PhD,"Mike Thomas, DO PhD",Dermatology,1194 Santa Monica Blvd,Suite 813,Oakland,CA,95001,(917) 324-8478,1194 Santa Monica Blvd,Suite 813,Oakland,CA,95001,A62383,CA,2024-05-14,Yes,False,34,Yale School of Medicine,UCLA Medical Center,2025-01-19,282228802X
PR_00519,4722398988,Wei Z,Kumar,DO PhD,"Wei Z Kumar, DO PhD",Endocrinology,8977 Santa Monica Blvd,,SAN FRANCISCO,CA,93001,(929) 753-2320,8977 Santa Monica Blvd,,San Francisco,CA,93001,A93579,CA,2024-07-21,Yes,True,15,UCLA David Geffen School of Medicine,Mayo Clinic,2024-09-06,228716269X
PR_00520,3065031218,David T,Clark,DO PhD,"David T Clark, DO PhD",Otolaryngology,7634 Second Ave,,New York,NY,10004,(424) 425-8999,7634 Second Ave,,New York,NY,10004,060NY907189,NY,2023-02-10,Yes,False,28,UCSF School of Medicine,Massachusetts General Hospital,2025-02-15,245114543X
PR_00521,8041847245,Dave,Clark,DO PhD,"Dave Clark, DO PhD",Otolaryngology,7634 Second Ave,,New York,NY,10004,(424) 425-8999,7634 Second Ave,,New York,NY,10004,060NY907189,NY,2023-02-10,Yes,False,28,UCSF School of Medicine,Massachusetts General Hospital,2025-02-15,245114543X
PR_00522,2642364285,Priya C,Sanchez,DO,"Priya C Sanchez, DO",Dermatology,2092 Pico Blvd,,Los Angeles,CA,92001,(929) 979-7211,2092 Pico Blvd,,Los Angeles,CA,92001,A21003,CA,2025-05-27,No,False,17,Stanford University School of Medicine,Mount Sinai Hospital,2025-08-24,272399599X
PR_00523,3190924875,Michael N,Thompson,DO,"Michael N Thompson, DO",Nephrology,660 Main St,,San Jose,CA,90004,(818) 935-2876,660 Main St,,San Jose,CA,90004,A41266,CA,2023-09-16,Yes,False,7,University of Michigan Medical School,Massachusetts General Hospital,2025-03-27,277282128X
PR_00524,2303911148,Mike,Thompson,DO,"Mike Thompson, DO",Nephrology,660 Main St,,San Jose,CA,90004,(818) 935-2876,660 Main St,,San Jose,CA,90004,A41266,CA,2023-09-16,Yes,False,7,University of Michigan Medical School,Massachusetts General Hospital,2025-03-27,277282128X
